direction,alpha,DMP,s-MRTS
"[1, 0]",0.0,[5.42661 0.     ],
"[0.9, 0.1]",0.0,[5.42661 0.73302],0.0
"[0.8, 0.2]",0.0,[5.42661 1.6493 ],0.0
"[0.7, 0.3]",0.0,[5.42661 2.82737],0.0
"[0.6, 0.4]",0.0,[5.42661 4.39812],0.0
"[0.5, 0.5]",0.0,[5.42661 6.59719],0.0
"[0.4, 0.6]",0.0,[ 7.55149 13.77063],0.29621
"[0.3, 0.7]",0.0,[ 4.92707 13.9764 ],-12.75433
"[0.2, 0.8]",0.0,[0. 0.],0.35253
"[0.1, 0.9]",0.0,[0. 0.],
"[0, 1]",0.0,[0. 0.],
