direction,alpha,DMP,s-MRTS
"[1, 0]",0.0,[0. 0.],
"[0.9, 0.1]",0.0,[0. 0.],
"[0.8, 0.2]",0.0,[0. 0.],
"[0.7, 0.3]",0.0,[0. 0.],
"[0.6, 0.4]",0.0,[0. 0.],
"[0.5, 0.5]",0.0,[0. 0.],
"[0.4, 0.6]",0.0,[0.13043 0.23132],0.56385
"[0.3, 0.7]",0.0,[0.93316 2.57442],0.34259
"[0.2, 0.8]",0.0,[0.04891 0.23132],0.37738
"[0.1, 0.9]",0.0,[0.02174 0.23132],
"[0, 1]",0.0,[0.      0.23132],
