direction,alpha,DMP,s-MRTS
"[1, 0]",0.0,[187.8948   0.    ],
"[0.9, 0.1]",0.0,[3.10421 0.41931],-440.6978
"[0.8, 0.2]",0.0,[2.69369 0.81869],-1.02792
"[0.7, 0.3]",0.0,[2.30223 1.19951],-1.02792
"[0.6, 0.4]",0.0,[1.92855 1.56304],-1.02792
"[0.5, 0.5]",0.0,[1.57145 1.91043],-1.02792
"[0.4, 0.6]",0.0,[1.55586 2.83721],-0.01683
"[0.3, 0.7]",0.0,[1.00019 2.83721],
"[0.2, 0.8]",0.0,[0.58345 2.83721],
"[0.1, 0.9]",0.0,[0.22557 2.46808],0.9695
"[0, 1]",0.0,[0.      2.83721],-0.61109
