direction,alpha,DMP,s-MRTS
"[1, 0]",0.0,[0.09632 0.     ],
"[0.9, 0.1]",0.0,[0.09632 0.01265],-0.0
"[0.8, 0.2]",0.0,[0.09632 0.02847],-0.0
"[0.7, 0.3]",0.0,[0.09632 0.04881],-0.0
"[0.6, 0.4]",0.0,[0.09632 0.07592],-0.0
"[0.5, 0.5]",0.0,[0.09632 0.11388],-0.0
"[0.4, 0.6]",0.0,[1.07008 1.89781],0.54585
"[0.3, 0.7]",0.0,[0.78187 2.15704],-1.11181
"[0.2, 0.8]",0.0,[0.50352 2.38136],-1.24081
"[0.1, 0.9]",0.0,[0.03809 0.40537],0.23554
"[0, 1]",0.0,[0.      0.43325],-1.36663
