direction,alpha,DMP,s-MRTS
"[1, 0]",0.0,[0. 0.],
"[0.9, 0.1]",0.0,[0. 0.],
"[0.8, 0.2]",0.0,[0.26882 0.0817 ],3.29026
"[0.7, 0.3]",0.0,[1.89267 0.98611],1.79547
"[0.6, 0.4]",0.0,[0. 0.],1.91932
"[0.5, 0.5]",0.0,[0. 0.],
"[0.4, 0.6]",0.0,[0. 0.],
"[0.3, 0.7]",0.0,[0. 0.],
"[0.2, 0.8]",0.0,[0. 0.],
"[0.1, 0.9]",0.0,[0. 0.],
"[0, 1]",0.0,[0. 0.],
